aws/aws-sdk-java-v2,false,8113,180,master,0,80,Apache License 2.0,87,1299,517,179202,2017-06-23 18:56:01.0,2021-12-10 01:29:01.0,2021-12-10 06:25:22.0,,Java,1015,235,1869,28,2021-12-10 00:20:56.0,be152db5c0c58c112aef9d27257ce1379a410a33,false,false,"Java,Python,Gherkin,HTML,JavaScript,Scilab,Shell,Batchfile","1.11.x Parity,2.0 New,blocked,breaking-change,bug,closed-for-staleness,closing-soon,contribution/core,dependencies,documentation,duplicate,dynamodb-enhanced,feature-request,guidance,hacktoberfest,help wanted,invalid,investigating,kotlin,needs-discussion,needs-reproduction,needs-review,needs-triage,Netty NIO Client,no-auto-closure,pending-release,pr/blocked,pr/breaking-change,pr/do-not-merge,pr/needs-review,pr/needs-tests,pr/ready-to-merge,pr/work-in-progress,response-requested,sdk-metrics,SECURITY,service-api,service:dynamodb,service:ec2,service:s3,shipped,spam,third-party,transfer-manager,wontfix"
axonframework/axonframework,false,7682,31,master,86,132,Other,201,2553,686,34391,2011-12-02 16:04:42.0,2021-12-10 10:29:50.0,2021-12-10 08:05:52.0,http://axoniq.io,Java,958,82,1072,8,2021-12-09 08:47:00.0,1b1dfb5bcc8ccd0da61dc706e18ebb1b275d930a,false,false,Java,"CVSS: High,CVSS: Low,CVSS: Medium,Epic,Ideal for Contribution,Priority 1: Must,Priority 2: Should,Priority 3: Could,Priority 4: Would,Status: Blocked,Status: Duplicate,Status: In Progress,Status: Information Required,Status: Obsolete,Status: On Hold,Status: Resolved,Status: Under Discussion,Status: Won't Fix,Target: 4.5.4,Target: 4.6.0,Type: Bug,Type: Dependency Upgrade,Type: Documentation,Type: Enhancement,Type: Feature,Type: Incorrect Repository,Type: Question"
burst-apps-team/burstcoin,true,3192,13,v3.0,30,51,GNU General Public License v3.0,20,162,61,83239,2018-12-27 21:39:02.0,2021-06-28 22:23:46.0,2021-06-29 06:27:40.0,,Java,143,21,367,5,2021-06-28 20:35:07.0,bd7742f22f45f8fa637edc19c66be81653bea00d,false,false,"Java,JavaScript,HTML,CSS,Perl,Shell","UI,backend,bug,codebase,dependencies,dist,docs,dontmerge,duplicate,enhancement,fork-hard,fork-soft,frontend,help wanted,priority-dropeverything,priority-high,priority-low,priority-medium,question,wontfix"
camunda-community-hub/camunda-platform-scenario,false,366,4,master,5,12,Apache License 2.0,12,46,10,2142,2016-09-05 11:28:53.0,2021-05-30 09:05:47.0,2021-05-30 09:04:33.0,,Java,51,10,35,0,2021-05-30 09:04:22.0,b22b8e971b3122675550ce63d306506a84203522,true,false,"Java,Gherkin","chore,dependencies,doc,duplicate,feature,fix,help,improve,notreproducible,question,test,waiting-for-camunda,wontfix"
camunda/camunda-bpm-assert-scenario,false,290,5,master,0,10,Apache License 2.0,12,45,10,1991,2016-09-05 11:28:53.0,2021-05-02 14:16:54.0,2021-05-02 14:12:10.0,,Java,33,10,24,1,2021-05-02 14:12:07.0,f0d08ac8f33e96d143a419df9e023bfeb301724e,true,false,Java,"chore,dependencies,doc,duplicate,feature,fix,help,improve,notreproducible,question,test,wontfix"
caojiele/nacos,true,3536,2,master,0,186,Apache License 2.0,0,12,1,40147,2018-07-22 13:58:03.0,2021-06-15 07:59:31.0,2021-06-15 01:36:20.0,,Java,0,0,5,0,2021-06-15 01:35:12.0,9bc502a2f0d03d465b20782cf15f29d2f51b9dac,true,false,"Java,SCSS,Shell,JavaScript,TypeScript,Batchfile","bug,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix"
cbioportal/cbioportal,false,19294,95,master,192,90,GNU Affero General Public License v3.0,45,396,309,338268,2015-03-18 20:09:09.0,2021-12-10 08:12:11.0,2021-12-09 21:01:16.0,https://cbioportal.org,Java,5451,159,3398,18,2021-12-09 21:01:10.0,aa7aec069e892890ea9d221688969f177b1e83f9,true,false,"Java,Python,HTML,JavaScript,ActionScript,Shell,Perl,GAP,Jinja,Dockerfile","alterationstab,api,api-error,automerge,backend,backend-scrum,bug,cbioPortal Maintenance,cBioPortal Performance,chore,cl-bug,cl-enhancement,cl-external-api,cl-feature,cl-performance,cl-prototype,cleanup,critical,Curation Engineering,curation->engineering,czi,daily-scrum-goal,data,database,dependencies,deprecation,devops,discussion,do not merge,do not review,docker,documentation,duplicate,enhancement,Epic,feature,fixed by pending data update,fixed by pending PR,frontend,GENIE,genome-nexus,good first issue,group-comparison,help wanted,hotfix,HTAN,igv,immunogenomics,importer,in progress,includes db changes,intern,interrupt,invalid,java,keycloak,manual,master branch,merged - needs conf. after deploy,minor,mutationmapper,needs tests,needs-product-review,needs.test.e2e,not a bug,oncokb,oncoprinter,oql,package-management,pathwaymapper,patient page,performance,pipeline,priority,python,query page,question,quick-search,r-client,rc,ready,ready to merge,ready to review,release candidate,results.cancer-types-summary,results.cn-segments,results.coexpression,results.comparison,results.download,results.expression,results.fusion,results.mutations,results.mutex,results.network,results.oncoprint,results.plots,results.survival,rfc,RFC45,run-performance-tests,security,session-service,skip-changelog,skipped test,SPA,stale,study page,support,technical debt,test,The Hyve,timeline,url,validator,virtual-study"
confluentinc/kafka-streams-examples,false,3028,247,7.0.0-post,0,51,Apache License 2.0,289,1857,978,16407,2017-08-18 22:07:36.0,2021-12-10 10:53:29.0,2021-12-10 02:31:37.0,,Java,105,11,307,8,2021-12-10 02:31:31.0,261ae2708348c4c321c360d8a81c5e3be3c2b539,true,false,"Java,Scala,Python,Shell","awaiting info,bug,duplicate,enhancement,example-request,help wanted,invalid,question,wontfix"
corfudb/corfudb,false,3161,246,master,0,52,Other,55,564,107,527644,2013-09-19 22:02:36.0,2021-12-10 01:44:21.0,2021-12-08 10:19:07.0,,Java,839,88,2297,104,2021-12-08 10:19:01.0,9b3a2a77c291d8b926c37d9421818da0b0e4c242,true,false,"Java,Clojure,Shell,Dockerfile","0.2.3,0.3.0,act: in progress,act: invalid,act: ready,act: wait to merge,bug,defect,dependencies,feature,Found in: Injection Framework,invalid,log-replication,NFS-100,non-code,Performance Testing,priority: high,priority: low,priority: medium,question,research,risk: high,risk: low,risk: medium,Test Failure,testing framework,typ: bug fix,typ: enhancement,typ: performance,typ: refactoring,typ: stability,wontfix"
criteo/garmadon,false,361,9,master,0,16,Apache License 2.0,7,37,23,10975,2018-10-09 12:15:07.0,2021-12-02 14:05:12.0,2021-12-02 13:18:57.0,,Java,16,4,195,1,2021-12-02 13:18:52.0,ddc097685f766d4b6d3f9323a8b6fa77392ad6d1,false,false,"Java,Shell,Dockerfile,HTML","bug,dependencies,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix"
datasift/datasift-connector,false,181,5,master,24,10,MIT License,41,10,4,2197,2015-06-01 14:09:07.0,2018-03-01 18:13:37.0,2020-06-09 08:51:16.0,http://datasift.com/,Java,21,9,58,1,2017-06-20 11:08:10.0,6ff35fa37efcbbe82638ce977be037364b12d76f,true,false,,
dianping/puma,false,2819,3,master,2,15,,37,167,102,26527,2012-12-06 07:16:29.0,2016-04-11 04:02:19.0,2020-12-10 13:38:11.0,,Java,3,2,53,0,2016-04-07 10:23:18.0,b8762eead3580050094fca7e13e1a7ebbdc5ea33,true,false,,
easymock/objenesis,false,693,5,master,10,14,Apache License 2.0,33,487,84,3569,2013-07-16 16:08:53.0,2021-11-26 03:53:02.0,2021-11-26 03:53:05.0,objenesis.org,Java,68,6,20,3,2021-11-26 03:52:57.0,e32ce28049af3fc856fc2f60df350f2f713caf93,false,false,"Java,HTML,CSS,Shell,Batchfile","bug,duplicate,enhancement,goodfirstissue,hacktoberfest,invalid,Milestone-1.0,Milestone-1.2,Milestone-1.3,Milestone-1.4,Milestone-2.0,Milestone-2.1,Milestone-2.2,Priority-High,Priority-Low,Priority-Medium,question,Type-Defect,Type-Enhancement,Type-Task,wontfix"
eclipse/kapua,false,5660,31,develop,38,31,Eclipse Public License 2.0,37,184,157,41041,2016-10-14 15:14:46.0,2021-12-01 14:42:17.0,2021-12-01 14:40:54.0,,Java,1663,168,1803,21,2021-12-01 14:40:50.0,fb5c89d3671658b6ccda8d5392f67ef54e60cd0d,true,false,"Java,Gherkin,HTML,SCSS,Less,Shell,Dockerfile,CSS,PowerShell,JavaScript","Bug,build,Build and test,Code,Community Request,Console GWT,CQ approved,CQ pending,Dependencies,documentation,duplicate,EclipseInt,Enhancement,Epic,Invalid,kura-simulator,Liquibase,messaging,proposal,Question/support,rest-api,Security,Stale PR,Test,Waitfor/Kura,Waitfor/Test,Website,Wontfix"
fortnoxab/reactive-wizard,false,796,111,master,104,16,MIT License,19,24,14,1931,2017-03-16 20:40:45.0,2021-12-09 14:52:34.0,2021-12-08 10:29:24.0,,Java,23,6,243,2,2021-12-08 10:29:20.0,d85bcda644608d2b97704aa8a733e22b47a5f602,true,false,Java,"bug,dependencies,duplicate,enhancement,help wanted,invalid,question,wontfix"
gluufederation/oxd,false,2202,45,master,2,20,Apache License 2.0,27,38,25,63484,2014-09-01 21:32:20.0,2021-11-17 12:07:09.0,2021-11-17 12:07:11.0,https://oxd.gluu.org,Java,378,7,202,0,2021-11-17 12:07:07.0,811c3dbe20f1e9e9d439f8d3409fa5edb5d30db9,true,false,"Java,Python,Inno Setup,Batchfile,Shell,Dockerfile","BLOCKER,bug,dependencies,duplicate,enhancement,Gluu Gateway,help wanted,High priority,invalid,Needs Documentation,Packaging,QA,question,ui:needs_approve,wontfix"
griddynamics/jagger,false,2343,13,master,70,25,Apache License 2.0,27,63,39,51756,2012-02-13 14:47:01.0,2019-04-05 14:08:37.0,2020-04-06 19:38:34.0,https://jagger.griddynamics.net,Java,47,26,815,5,2019-04-05 14:08:47.0,be56655e3b4538b045a023a13302735275e01bd0,true,false,,
hector-client/hector,false,2161,44,master,38,71,MIT License,51,649,311,36703,2010-02-10 14:32:34.0,2020-10-13 09:02:40.0,2020-09-27 23:07:15.0,http://prettyprint.me/2010/02/23/hector-a-java-cassandra-client/,Java,417,113,260,18,2015-07-30 18:27:19.0,a302e68ca8d91b45d332e8c9afd7d98030b54de1,true,false,"Java,HTML","Core,Docs,HOM,Update-dependencies,bug,enhancement ,feature,question"
ibissource/iaf,false,7216,32,master,20,33,Apache License 2.0,11,30,56,74713,2013-03-21 11:48:24.0,2021-12-10 08:24:56.0,2021-12-09 10:55:06.0,,Java,845,108,1662,15,2021-12-09 10:55:00.0,d74e67449ec0bf2521a5d3f70b41570b56510000,true,false,"Java,JavaScript,HTML,XSLT,CSS,Rich Text Format,Python,Batchfile,Dockerfile,Shell,Roff,TSQL,XQuery","Bug,dependencies,Estimated,Feature,Frank Console,Frank Doc,Frank Flow,Frank Framework,Frank Language,Frank Utils,hacktoberfest,invalid,Ladybug,Larva,Liquibase,Low Effort; High Return,Not a show stopper,Performance,Technical Debt,wontfix"
jacorb/jacorb,false,6083,17,master,0,21,GNU General Public License v2.0,21,63,73,58074,2012-06-21 12:18:10.0,2021-08-30 15:20:00.0,2021-08-30 15:20:04.0,,Java,26,11,262,3,2021-08-30 15:20:00.0,40c317f5e2fb89c5259e32e2e7416a899cf6befb,false,false,"Java,Shell,HTML,C++,GAP,Batchfile,IDL,Python,Makefile","bug,dependencies,duplicate,enhancement,invalid,question,wontfix"
jenkinsci/jenkins,false,31822,36,master,142,306,MIT License,885,18192,7124,134187,2010-11-22 21:21:23.0,2021-12-10 08:54:42.0,2021-12-10 05:02:47.0,https://www.jenkins.io,Java,0,0,6005,82,2021-12-09 17:46:50.0,277e38c5362b178b1c23de9dce89c70463384d68,false,false,"Java,HTML,JavaScript,CSS,Less,Groovy,Ruby,Handlebars,Perl,GAP,Shell,C,Batchfile","alternative,bug,dependencies,developer,github_actions,gsoc,hacktoberfest,hacktoberfest-accepted,internal,into-lts,invalid,java,java11,localization,major-bug,major-rfe,needs-docs,needs-fix,needs-jira-issue,needs-justification,needs-more-reviews,needs-testcase,on-hold,plugin-api-changes,proposed-for-close,ready-for-merge,regression-fix,removed,rfe,skip-changelog,spam,squash-merge-me,stalled,terminology,unresolved-merge-conflict,upgrade-guide-needed,web-ui,work-in-progress"
jenkinsci/m2release-plugin,false,315,4,master,29,15,Other,119,28,60,471,2010-12-14 20:33:26.0,2019-12-20 14:40:46.0,2020-05-20 20:57:54.0,https://jenkins.io,Java,,,36,9,2019-12-09 15:29:14.0,266ce67a53623593346c79fdd1c8dd3db51a4bb5,false,false,,
jenkinsci/trilead-ssh2,false,201,1,master,8,21,Other,136,139,87,877,2010-02-03 01:53:45.0,2021-05-15 12:23:16.0,2021-05-15 12:23:10.0,http://jenkins-ci.org/,Java,0,0,63,0,2021-05-15 12:23:07.0,8e7118e74deacd7ef044df9076fcb9b95280c163,false,false,"Java,Shell","DO NO MERGE,WIP,bug,chore,dependencies,enhancement,revert,test"
jolie/jolie,false,3983,20,master,24,20,GNU Lesser General Public License v2.1,29,407,38,12941,2015-03-15 23:51:31.0,2021-11-18 11:59:20.0,2021-11-17 20:01:23.0,https://www.jolie-lang.org/,Java,160,40,205,5,2021-10-27 13:00:33.0,47d15eabd37b1a6a2b6727897821fdf379b57cf6,true,false,"Java,Jolie,Shell,Batchfile,Dockerfile,JavaScript","bad format,bug,dependencies,duplicate,enhancement,invalid,maintenance,newbie friendly,open discussion,question,unintuitive behaviour,windows-specific,wontfix"
kohsuke/jenkins,true,27278,7,master,68,513,MIT License,115,984,7,104635,2009-07-15 23:26:56.0,2020-02-11 14:25:28.0,2020-04-22 18:36:05.0,http://jenkins-ci.org/,Java,0,0,35,2,2018-09-16 19:16:22.0,220b648a9593cecf19258b2aabfe1817222fa312,false,false,,
librehealthio/lh-toolkit,false,9776,3,master,0,208,Other,8,11,12,171060,2016-09-20 05:20:04.0,2021-05-11 05:36:54.0,2021-05-11 05:37:01.0,,Java,0,0,1,0,2021-05-11 05:36:51.0,3a8ac056bb1a98d035e6ab7407f0151c88c8c494,false,false,"Java,Ruby,GAP,XSLT,Puppet,CSS,Gherkin,HTML,JavaScript,FreeMarker,Shell,Dockerfile","bug,dependencies,duplicate,enhancement,help wanted,invalid,question,wontfix"
liferay/portletmvc4spring,false,248,5,master,0,14,Apache License 2.0,6,16,14,1590,2019-03-07 16:57:55.0,2021-11-05 23:18:05.0,2021-11-05 23:16:52.0,,Java,10,3,10,0,2021-11-05 23:16:47.0,6db791a5d62b74e30353d4e5fa61cb0c4790297f,true,false,"Java,Perl,HTML,CSS","bug,dependencies,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix"
lightblue-platform/lightblue-core,false,1566,11,master,0,14,Other,15,30,22,9527,2013-11-05 15:44:42.0,2021-09-16 08:20:02.0,2021-09-16 08:20:05.0,,Java,441,126,383,2,2021-09-16 08:19:59.0,728496efbfddb67347d84a0c1a609138c86eb714,true,false,"Java,Shell,Python","bug,enhancement,in progress,open questions,pending pr merge,ready,ready for review,will not fix"
linkki-framework/linkki,false,1384,1,master,0,11,Other,5,12,5,48672,2017-10-18 07:44:52.0,2021-12-08 19:01:03.0,2021-12-08 19:01:07.0,,Java,4,1,6,0,2021-12-08 14:16:20.0,f9b4fa8b99fe473ab83e48ae829504ab5b4624f3,true,false,"Java,CSS,sed,JavaScript,SCSS,Shell,TypeScript,HTML","bug,dependencies,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix"
mambu-gmbh/mambu-apis-java,false,1050,20,master,0,17,Apache License 2.0,17,22,30,127526,2011-09-28 14:31:44.0,2021-11-09 08:35:50.0,2021-11-09 08:35:55.0,https://www.mambu.com,Java,31,14,185,2,2021-11-09 08:35:50.0,ca3e79aed605f4c6f0561eeb18eb37d8270a234c,true,false,Java,dependencies
matsim-org/matsim-episim,false,2281,9,master,1,18,GNU Affero General Public License v3.0,5,11,12,98588,2020-03-23 09:51:46.0,2021-02-11 09:02:33.0,2021-02-12 08:34:42.0,https://covid-sim.info,Java,13,0,50,0,2021-02-09 12:48:03.0,87458c9d8d05b94bc5edb6b30e42cedaf467e72d,false,false,"Java,Python,R,Makefile,Shell","bug,dependencies,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix"
matsim-org/matsim-episim-libs,false,2857,14,master,6,18,GNU Affero General Public License v3.0,7,15,17,107320,2020-03-23 09:51:46.0,2021-10-26 12:44:33.0,2021-10-25 09:43:33.0,https://covid-sim.info,Java,15,0,68,0,2021-10-25 09:43:21.0,78a600947ae4cd84beb674d1d81c2262f5ed2468,false,false,"Java,Python,R,Makefile,Shell","bug,dependencies,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix"
membrane/service-proxy,false,2966,14,master,26,20,Apache License 2.0,49,363,121,42963,2012-10-22 09:39:24.0,2021-11-24 13:06:57.0,2021-11-24 13:07:00.0,http://www.membrane-soa.org/service-proxy/,Java,317,27,64,1,2021-11-24 13:06:53.0,e5da08b31042f4e847ac3d4c9e8efa67283222d5,true,false,"Java,JavaScript,Shell,Batchfile,XSLT,CSS,HTML,PowerShell,Dockerfile","bug,dependencies,documentation,duplicate,enhancement,example,invalid,organization,possible bug,Prio-1,Prio-2,Prio-3,question,review,wontfix"
molgenis/molgenis-legacy,false,3204,3,testing,2,19,,21,22,21,568,2010-06-22 21:41:08.0,2013-09-05 06:22:56.0,2018-08-22 20:20:00.0,http://www.molgenis.org,Java,31,7,195,0,2013-09-05 06:22:56.0,807d311c72c0a2d8aa35c1543e1218561805fb4b,false,true,"Java,JavaScript,CSS","Bug,Feature,Improvement"
nceas/metacat,false,2741,57,main,17,10,GNU General Public License v2.0,12,15,7,147153,2018-01-24 17:39:29.0,2021-09-10 20:44:17.0,2021-09-10 20:44:35.0,,Java,1465,128,65,0,2021-09-10 20:44:17.0,8ce394ac3f634340047a88bb987961596b809b5e,true,false,"Java,JavaScript,XSLT,HTML,CSS,Perl,PLSQL,Shell,PHP,Ruby,Python,Scheme,TSQL,PLpgSQL,Batchfile,SAS","backlog,bug,Category: harvester,Category: index,Category: marine,Category: metacat,Category: obsolete - mde,Category: registry,Category: scheduler,Category: SRB MCAT,Component: Bugzilla-Id,dependencies,documentation,duplicate,enhancement,ESS-DIVE,good first issue,help wanted,in progress,invalid,Portal Editor,portals,Priority: Critical,Priority: High,Priority: Low,Priority: Normal,question,review,semantics,Status: Closed,Status: In Progress,Status: New,Status: Rejected,Status: Resolved,Status: Works For Me,Tracker: Bug,Tracker: Feature,Tracker: Story,Tracker: Support,Tracker: Task,wontfix"
ngageoint/mrgeo,false,2636,6,master,0,14,Apache License 2.0,40,193,59,857562,2014-11-21 18:04:35.0,2020-06-15 19:18:18.0,2020-11-29 16:48:41.0,https://github.com/ngageoint/mrgeo/wiki,Java,226,32,312,1,2019-10-23 13:04:31.0,77a3c22f4094680dfd275fb35dc8108e51d7cc66,true,false,,
